,res1,res2,cont1,cont2,s:e,position1,position2,sorted,result,s1,s2,season,episode,prediction,pt_preds,binary_pred,pred_correct,r1,r2
6406,5.0,3.0,Asia O'Hara,Miz Cracker,10:8.0,BTM2,SAFE,"[[""Asia O'Hara"", 'Miz Cracker'], '10:8.0']",0,0,1,10.0,8.0,0.0741847361651509,0.5571164204186909,0,1,"trueskill.Rating(mu=24.735, sigma=1.107)","trueskill.Rating(mu=27.375, sigma=1.202)"
6410,4.0,3.0,Aquaria,Eureka,10:8.0,LOW,SAFE,"[['Aquaria', 'Eureka'], '10:8.0']",0,0,1,10.0,8.0,0.9186769611954552,0.941092026414921,1,0,"trueskill.Rating(mu=27.835, sigma=1.185)","trueskill.Rating(mu=25.499, sigma=0.917)"
6420,4.0,3.0,Aquaria,Miz Cracker,10:8.0,LOW,SAFE,"[['Aquaria', 'Miz Cracker'], '10:8.0']",0,0,1,10.0,8.0,0.5104270233437005,0.9666452383191969,1,0,"trueskill.Rating(mu=27.569, sigma=1.172)","trueskill.Rating(mu=27.520, sigma=1.191)"
6424,7.0,3.0,Blair St. Clair,Miz Cracker,10:8.0,,SAFE,"[['Blair St. Clair', 'Miz Cracker'], '10:8.0']",0,0,1,10.0,8.0,0.013309410096141767,3.1202902012624746e-05,0,1,"trueskill.Rating(mu=23.540, sigma=1.208)","trueskill.Rating(mu=27.725, sigma=1.179)"
6427,7.0,3.0,Blair St. Clair,Eureka,10:8.0,,SAFE,"[['Blair St. Clair', 'Eureka'], '10:8.0']",0,0,1,10.0,8.0,0.09213963627812162,3.968287360927252e-06,0,1,"trueskill.Rating(mu=23.426, sigma=1.199)","trueskill.Rating(mu=25.659, sigma=0.913)"
6429,7.0,3.0,Monique Heart,Miz Cracker,10:8.0,,SAFE,"[['Miz Cracker', 'Monique Heart'], '10:8.0']",0,0,1,10.0,8.0,0.01058294859203776,4.236484987728669e-05,0,1,"trueskill.Rating(mu=23.631, sigma=1.135)","trueskill.Rating(mu=27.834, sigma=1.171)"
6432,7.0,3.0,Monique Heart,Eureka,10:8.0,,SAFE,"[['Eureka', 'Monique Heart'], '10:8.0']",0,0,1,10.0,8.0,0.08533934506031318,5.3241443360469784e-06,0,1,"trueskill.Rating(mu=23.530, sigma=1.128)","trueskill.Rating(mu=25.749, sigma=0.910)"
6433,6.0,3.0,The Vixen,Miz Cracker,10:8.0,ELIM,SAFE,"[['Miz Cracker', 'The Vixen'], '10:8.0']",0,0,1,10.0,8.0,0.012480955405774173,0.0002119331306912278,0,1,"trueskill.Rating(mu=23.867, sigma=1.136)","trueskill.Rating(mu=27.941, sigma=1.163)"
6435,6.0,3.0,The Vixen,Eureka,10:8.0,ELIM,SAFE,"[['Eureka', 'The Vixen'], '10:8.0']",0,0,1,10.0,8.0,0.0998599897935033,3.3210561813076416e-05,0,1,"trueskill.Rating(mu=23.763, sigma=1.129)","trueskill.Rating(mu=25.838, sigma=0.908)"
7081,5.0,4.0,Asia O'Hara,Aquaria,10:8.0,BTM2,LOW,"[['Aquaria', ""Asia O'Hara""], '10:8.0']",0,0,1,10.0,8.0,0.06134897197333562,0.04356859470896912,0,1,"trueskill.Rating(mu=24.612, sigma=1.100)","trueskill.Rating(mu=27.370, sigma=1.160)"
7133,7.0,4.0,Yuhua Hamasaki,Aquaria,10:8.0,,LOW,"[['Aquaria', 'Yuhua Hamasaki'], '10:8.0']",0,0,1,10.0,8.0,1.2455303534876695e-10,3.775944819624288e-18,0,1,"trueskill.Rating(mu=15.144, sigma=1.315)","trueskill.Rating(mu=27.503, sigma=1.151)"
7139,7.0,4.0,Dusty Ray Bottoms,Aquaria,10:8.0,,LOW,"[['Aquaria', 'Dusty Ray Bottoms'], '10:8.0']",0,0,1,10.0,8.0,3.682925334503697e-10,1.430465401776708e-17,0,1,"trueskill.Rating(mu=15.293, sigma=1.353)","trueskill.Rating(mu=27.518, sigma=1.151)"
7151,7.0,4.0,Kalorie Karbdashian Williams,Aquaria,10:8.0,,LOW,"[['Aquaria', 'Kalorie Karbdashian Williams'], '10:8.0']",0,0,1,10.0,8.0,5.6169935862077815e-15,5.062691663179937e-20,0,1,"trueskill.Rating(mu=7.647, sigma=2.013)","trueskill.Rating(mu=27.534, sigma=1.152)"
7158,7.0,4.0,Monique Heart,Aquaria,10:8.0,,LOW,"[['Aquaria', 'Monique Heart'], '10:8.0']",0,0,1,10.0,8.0,0.010638423711487705,6.893041109915855e-09,0,1,"trueskill.Rating(mu=23.393, sigma=1.120)","trueskill.Rating(mu=27.535, sigma=1.154)"
7164,6.0,4.0,The Vixen,Aquaria,10:8.0,ELIM,LOW,"[['Aquaria', 'The Vixen'], '10:8.0']",0,0,1,10.0,8.0,0.012518339836614368,6.067656518721083e-08,0,1,"trueskill.Rating(mu=23.623, sigma=1.120)","trueskill.Rating(mu=27.640, sigma=1.147)"
7167,7.0,4.0,Mayhem Miller,Aquaria,10:8.0,,LOW,"[['Aquaria', 'Mayhem Miller'], '10:8.0']",0,0,1,10.0,8.0,1.498889287896954e-06,1.3156907818315976e-13,0,1,"trueskill.Rating(mu=19.181, sigma=1.179)","trueskill.Rating(mu=27.746, sigma=1.140)"
7177,7.0,4.0,Blair St. Clair,Aquaria,10:8.0,,LOW,"[['Aquaria', 'Blair St. Clair'], '10:8.0']",0,0,1,10.0,8.0,0.007025948427272594,5.471867390471104e-09,0,1,"trueskill.Rating(mu=23.272, sigma=1.189)","trueskill.Rating(mu=27.788, sigma=1.137)"
7178,7.0,4.0,Vanessa Vanjie Mateo,Aquaria,10:8.0,,LOW,"[['Aquaria', 'Vanessa Vanjie Mateo'], '10:8.0']",0,0,1,10.0,8.0,6.71625716008388e-16,5.823021886086063e-14,0,1,"trueskill.Rating(mu=4.805, sigma=2.355)","trueskill.Rating(mu=27.884, sigma=1.130)"
7819,6.0,5.0,The Vixen,Asia O'Hara,10:8.0,ELIM,BTM2,"[[""Asia O'Hara"", 'The Vixen'], '10:8.0']",0,0,1,10.0,8.0,0.28904627605383265,0.00010632346320223981,0,1,"trueskill.Rating(mu=23.522, sigma=1.114)","trueskill.Rating(mu=24.492, sigma=1.093)"
7823,7.0,5.0,Monique Heart,Asia O'Hara,10:8.0,,BTM2,"[[""Asia O'Hara"", 'Monique Heart'], '10:8.0']",0,0,1,10.0,8.0,0.21854046581767217,1.9651125019825684e-05,0,1,"trueskill.Rating(mu=23.294, sigma=1.114)","trueskill.Rating(mu=24.645, sigma=1.085)"
7827,7.0,5.0,Blair St. Clair,Asia O'Hara,10:8.0,,BTM2,"[[""Asia O'Hara"", 'Blair St. Clair'], '10:8.0']",0,0,1,10.0,8.0,0.18218178946490707,1.4515947294062749e-05,0,1,"trueskill.Rating(mu=23.167, sigma=1.181)","trueskill.Rating(mu=24.788, sigma=1.077)"
7830,7.0,5.0,Mayhem Miller,Asia O'Hara,10:8.0,,BTM2,"[[""Asia O'Hara"", 'Mayhem Miller'], '10:8.0']",0,0,1,10.0,8.0,0.0005656905308125422,2.325502024943512e-09,0,1,"trueskill.Rating(mu=19.136, sigma=1.176)","trueskill.Rating(mu=24.923, sigma=1.070)"
8154,7.0,5.0,Yuhua Hamasaki,Asia O'Hara,10:8.0,,BTM2,"[[""Asia O'Hara"", 'Yuhua Hamasaki'], '10:8.0']",0,0,1,10.0,8.0,8.920024629947384e-08,1.553388917534501e-13,0,1,"trueskill.Rating(mu=15.125, sigma=1.314)","trueskill.Rating(mu=24.990, sigma=1.067)"
8156,7.0,5.0,Kalorie Karbdashian Williams,Asia O'Hara,10:8.0,,BTM2,"[[""Asia O'Hara"", 'Kalorie Karbdashian Williams'], '10:8.0']",0,0,1,10.0,8.0,2.966752994351213e-12,2.4384938689097933e-16,0,1,"trueskill.Rating(mu=7.645, sigma=2.013)","trueskill.Rating(mu=25.017, sigma=1.066)"
8160,7.0,5.0,Dusty Ray Bottoms,Asia O'Hara,10:8.0,,BTM2,"[[""Asia O'Hara"", 'Dusty Ray Bottoms'], '10:8.0']",0,0,1,10.0,8.0,2.0132281448125648e-07,4.440194203214186e-13,0,1,"trueskill.Rating(mu=15.271, sigma=1.351)","trueskill.Rating(mu=25.019, sigma=1.069)"
8161,7.0,5.0,Vanessa Vanjie Mateo,Asia O'Hara,10:8.0,,BTM2,"[[""Asia O'Hara"", 'Vanessa Vanjie Mateo'], '10:8.0']",0,0,1,10.0,8.0,6.812594264379661e-13,2.6413344121431274e-09,0,1,"trueskill.Rating(mu=4.804, sigma=2.356)","trueskill.Rating(mu=25.046, sigma=1.068)"
8355,7.0,6.0,Kalorie Karbdashian Williams,The Vixen,10:8.0,,ELIM,"[['Kalorie Karbdashian Williams', 'The Vixen'], '10:8.0']",0,0,1,10.0,8.0,3.240892719717887e-10,4.082430802403098e-09,0,1,"trueskill.Rating(mu=7.637, sigma=2.011)","trueskill.Rating(mu=23.364, sigma=1.105)"
8445,7.0,6.0,Blair St. Clair,The Vixen,10:8.0,,ELIM,"[['Blair St. Clair', 'The Vixen'], '10:8.0']",0,0,1,10.0,8.0,0.4199089162129192,0.2824888650356025,0,1,"trueskill.Rating(mu=23.004, sigma=1.170)","trueskill.Rating(mu=23.368, sigma=1.107)"
8461,7.0,6.0,Mayhem Miller,The Vixen,10:8.0,,ELIM,"[['Mayhem Miller', 'The Vixen'], '10:8.0']",0,0,1,10.0,8.0,0.006228326737734266,0.00968173939997795,0,1,"trueskill.Rating(mu=19.055, sigma=1.170)","trueskill.Rating(mu=23.537, sigma=1.098)"
8481,7.0,6.0,Dusty Ray Bottoms,The Vixen,10:8.0,,ELIM,"[['Dusty Ray Bottoms', 'The Vixen'], '10:8.0']",0,0,1,10.0,8.0,7.178414772152462e-06,4.084730850214176e-05,0,1,"trueskill.Rating(mu=15.227, sigma=1.346)","trueskill.Rating(mu=23.627, sigma=1.093)"
8484,7.0,6.0,Monique Heart,The Vixen,10:8.0,,ELIM,"[['Monique Heart', 'The Vixen'], '10:8.0']",0,0,1,10.0,8.0,0.38141099043980886,0.3318998355874836,0,1,"trueskill.Rating(mu=23.144, sigma=1.105)","trueskill.Rating(mu=23.667, sigma=1.091)"
8564,7.0,6.0,Yuhua Hamasaki,The Vixen,10:8.0,,ELIM,"[['The Vixen', 'Yuhua Hamasaki'], '10:8.0']",0,0,1,10.0,8.0,2.0339877382235393e-06,2.659802758409775e-05,0,1,"trueskill.Rating(mu=15.085, sigma=1.309)","trueskill.Rating(mu=23.829, sigma=1.082)"
8825,7.0,6.0,Vanessa Vanjie Mateo,The Vixen,10:8.0,,ELIM,"[['The Vixen', 'Vanessa Vanjie Mateo'], '10:8.0']",0,0,1,10.0,8.0,1.3618825515037949e-11,0.024874129661624785,0,1,"trueskill.Rating(mu=4.801, sigma=2.355)","trueskill.Rating(mu=23.865, sigma=1.081)"
995,7.0,1.0,Yuhua Hamasaki,Asia O'Hara,10:9.0,,WIN,"[[""Asia O'Hara"", 'Yuhua Hamasaki'], '10:9.0']",0,0,1,10.0,9.0,5.344636987021833e-08,1.553388917534501e-13,0,1,"trueskill.Rating(mu=15.032, sigma=1.303)","trueskill.Rating(mu=25.047, sigma=1.071)"
996,7.0,1.0,Dusty Ray Bottoms,Asia O'Hara,10:9.0,,WIN,"[[""Asia O'Hara"", 'Dusty Ray Bottoms'], '10:9.0']",0,0,1,10.0,9.0,1.1414489989132451e-07,4.440194203214186e-13,0,1,"trueskill.Rating(mu=15.167, sigma=1.339)","trueskill.Rating(mu=25.073, sigma=1.071)"
998,7.0,1.0,Mayhem Miller,Asia O'Hara,10:9.0,,WIN,"[[""Asia O'Hara"", 'Mayhem Miller'], '10:9.0']",0,0,1,10.0,9.0,0.00025066020713206426,2.325502024943512e-09,0,1,"trueskill.Rating(mu=18.953, sigma=1.162)","trueskill.Rating(mu=25.099, sigma=1.070)"
1001,7.0,1.0,Blair St. Clair,Asia O'Hara,10:9.0,,WIN,"[[""Asia O'Hara"", 'Blair St. Clair'], '10:9.0']",0,0,1,10.0,9.0,0.09137290646391953,1.4515947294062749e-05,0,1,"trueskill.Rating(mu=22.816, sigma=1.159)","trueskill.Rating(mu=25.162, sigma=1.067)"
1004,7.0,1.0,Monique Heart,Asia O'Hara,10:9.0,,WIN,"[[""Asia O'Hara"", 'Monique Heart'], '10:9.0']",0,0,1,10.0,9.0,0.0884058470053543,1.9651125019825684e-05,0,1,"trueskill.Rating(mu=22.978, sigma=1.096)","trueskill.Rating(mu=25.282, sigma=1.060)"
1005,7.0,1.0,The Vixen,Asia O'Hara,10:9.0,,WIN,"[[""Asia O'Hara"", 'The Vixen'], '10:9.0']",0,0,1,10.0,9.0,0.18195738044340978,0.00010632346320223981,0,1,"trueskill.Rating(mu=23.866, sigma=1.084)","trueskill.Rating(mu=25.401, sigma=1.054)"
1007,2.0,1.0,Monét X Change,Asia O'Hara,10:9.0,HIGH,WIN,"[[""Asia O'Hara"", 'Monét X Change'], '10:9.0']",0,0,1,10.0,9.0,0.6742360636583511,0.13998376464577314,1,0,"trueskill.Rating(mu=26.289, sigma=1.071)","trueskill.Rating(mu=25.533, sigma=1.048)"
1010,4.0,1.0,Miz Cracker,Asia O'Hara,10:9.0,LOW,WIN,"[[""Asia O'Hara"", 'Miz Cracker'], '10:9.0']",0,0,1,10.0,9.0,0.9111416562141027,0.4428835795813091,1,0,"trueskill.Rating(mu=28.050, sigma=1.156)","trueskill.Rating(mu=25.707, sigma=1.040)"
1020,2.0,1.0,Aquaria,Asia O'Hara,10:9.0,HIGH,WIN,"[['Aquaria', ""Asia O'Hara""], '10:9.0']",0,0,1,10.0,9.0,0.8750933919281124,0.9564314052910309,1,0,"trueskill.Rating(mu=27.884, sigma=1.133)","trueskill.Rating(mu=25.912, sigma=1.032)"
1022,5.0,1.0,Eureka,Asia O'Hara,10:9.0,BTM2,WIN,"[[""Asia O'Hara"", 'Eureka'], '10:9.0']",0,0,1,10.0,9.0,0.4539316958949413,0.5771855006188276,0,1,"trueskill.Rating(mu=25.929, sigma=0.906)","trueskill.Rating(mu=26.106, sigma=1.025)"
1024,5.0,1.0,Kameron Michaels,Asia O'Hara,10:9.0,BTM2,WIN,"[[""Asia O'Hara"", 'Kameron Michaels'], '10:9.0']",0,0,1,10.0,9.0,0.8102758427065158,0.6739021061560967,1,0,"trueskill.Rating(mu=27.710, sigma=1.074)","trueskill.Rating(mu=26.256, sigma=1.018)"
1029,7.0,1.0,Kalorie Karbdashian Williams,Asia O'Hara,10:9.0,,WIN,"[[""Asia O'Hara"", 'Kalorie Karbdashian Williams'], '10:9.0']",0,0,1,10.0,9.0,1.9928912879346186e-14,2.4384938689097933e-16,0,1,"trueskill.Rating(mu=7.621, sigma=2.007)","trueskill.Rating(mu=26.435, sigma=1.012)"
1049,7.0,1.0,Vanessa Vanjie Mateo,Asia O'Hara,10:9.0,,WIN,"[[""Asia O'Hara"", 'Vanessa Vanjie Mateo'], '10:9.0']",0,0,1,10.0,9.0,9.510804300235274e-15,2.6413344121431274e-09,0,1,"trueskill.Rating(mu=4.795, sigma=2.354)","trueskill.Rating(mu=26.436, sigma=1.015)"
1649,4.0,2.0,Miz Cracker,Monét X Change,10:9.0,LOW,HIGH,"[['Miz Cracker', 'Monét X Change'], '10:9.0']",0,0,1,10.0,9.0,0.8336944664390593,0.8223932891466775,1,0,"trueskill.Rating(mu=27.797, sigma=1.143)","trueskill.Rating(mu=26.107, sigma=1.063)"
1662,4.0,2.0,Miz Cracker,Aquaria,10:9.0,LOW,HIGH,"[['Aquaria', 'Miz Cracker'], '10:9.0']",0,0,1,10.0,9.0,0.4813966903917382,0.03335476168080312,0,1,"trueskill.Rating(mu=27.567, sigma=1.132)","trueskill.Rating(mu=27.650, sigma=1.122)"
1668,5.0,2.0,Eureka,Monét X Change,10:9.0,BTM2,HIGH,"[['Eureka', 'Monét X Change'], '10:9.0']",0,0,1,10.0,9.0,0.3749800176428088,0.9040368822453531,0,1,"trueskill.Rating(mu=25.812, sigma=0.903)","trueskill.Rating(mu=26.306, sigma=1.054)"
1705,5.0,2.0,Kameron Michaels,Monét X Change,10:9.0,BTM2,HIGH,"[['Kameron Michaels', 'Monét X Change'], '10:9.0']",0,0,1,10.0,9.0,0.7358785996683672,0.9366646246511332,1,0,"trueskill.Rating(mu=27.511, sigma=1.065)","trueskill.Rating(mu=26.458, sigma=1.047)"
1710,5.0,2.0,Kameron Michaels,Aquaria,10:9.0,BTM2,HIGH,"[['Aquaria', 'Kameron Michaels'], '10:9.0']",0,0,1,10.0,9.0,0.3840623291192437,0.10342197890008978,0,1,"trueskill.Rating(mu=27.325, sigma=1.057)","trueskill.Rating(mu=27.830, sigma=1.113)"
1722,5.0,2.0,Eureka,Aquaria,10:9.0,BTM2,HIGH,"[['Aquaria', 'Eureka'], '10:9.0']",0,0,1,10.0,9.0,0.0741964572980779,0.058907973585079085,0,1,"trueskill.Rating(mu=25.700, sigma=0.900)","trueskill.Rating(mu=27.998, sigma=1.104)"
1930,7.0,2.0,The Vixen,Aquaria,10:9.0,,HIGH,"[['Aquaria', 'The Vixen'], '10:9.0']",0,0,1,10.0,9.0,0.005194404173387045,6.067656518721083e-08,0,1,"trueskill.Rating(mu=23.727, sigma=1.076)","trueskill.Rating(mu=28.128, sigma=1.096)"
2257,7.0,2.0,Vanessa Vanjie Mateo,Monét X Change,10:9.0,,HIGH,"[['Monét X Change', 'Vanessa Vanjie Mateo'], '10:9.0']",0,0,1,10.0,9.0,7.140609608179032e-15,9.132240938883676e-07,0,1,"trueskill.Rating(mu=4.793, sigma=2.354)","trueskill.Rating(mu=26.639, sigma=1.039)"
2260,7.0,2.0,Vanessa Vanjie Mateo,Aquaria,10:9.0,,HIGH,"[['Aquaria', 'Vanessa Vanjie Mateo'], '10:9.0']",0,0,1,10.0,9.0,1.5062806052434731e-16,5.823021886086063e-14,0,1,"trueskill.Rating(mu=4.791, sigma=2.355)","trueskill.Rating(mu=28.219, sigma=1.090)"
2261,7.0,2.0,Kalorie Karbdashian Williams,Monét X Change,10:9.0,,HIGH,"[['Kalorie Karbdashian Williams', 'Monét X Change'], '10:9.0']",0,0,1,10.0,9.0,1.5722763574151205e-14,3.8719019362636655e-14,0,1,"trueskill.Rating(mu=7.617, sigma=2.007)","trueskill.Rating(mu=26.639, sigma=1.043)"
2263,7.0,2.0,Kalorie Karbdashian Williams,Aquaria,10:9.0,,HIGH,"[['Aquaria', 'Kalorie Karbdashian Williams'], '10:9.0']",0,0,1,10.0,9.0,2.1531690657342982e-16,5.062691663179937e-20,0,1,"trueskill.Rating(mu=7.613, sigma=2.007)","trueskill.Rating(mu=28.219, sigma=1.094)"
2265,7.0,2.0,Yuhua Hamasaki,Monét X Change,10:9.0,,HIGH,"[['Monét X Change', 'Yuhua Hamasaki'], '10:9.0']",0,0,1,10.0,9.0,2.0260504072375294e-10,7.467650193890535e-11,0,1,"trueskill.Rating(mu=14.994, sigma=1.299)","trueskill.Rating(mu=26.640, sigma=1.046)"
2268,7.0,2.0,Yuhua Hamasaki,Aquaria,10:9.0,,HIGH,"[['Aquaria', 'Yuhua Hamasaki'], '10:9.0']",0,0,1,10.0,9.0,1.4681020288790965e-12,3.775944819624288e-18,0,1,"trueskill.Rating(mu=14.971, sigma=1.297)","trueskill.Rating(mu=28.220, sigma=1.097)"
2269,7.0,2.0,Dusty Ray Bottoms,Monét X Change,10:9.0,,HIGH,"[['Dusty Ray Bottoms', 'Monét X Change'], '10:9.0']",0,0,1,10.0,9.0,5.630730852821613e-10,1.7702256871106649e-10,0,1,"trueskill.Rating(mu=15.125, sigma=1.334)","trueskill.Rating(mu=26.655, sigma=1.047)"
2272,7.0,2.0,The Vixen,Monét X Change,10:9.0,,HIGH,"[['Monét X Change', 'The Vixen'], '10:9.0']",0,0,1,10.0,9.0,0.03515085843950684,0.0038766440455240696,0,1,"trueskill.Rating(mu=23.639, sigma=1.071)","trueskill.Rating(mu=26.671, sigma=1.047)"
2273,7.0,2.0,Monique Heart,Aquaria,10:9.0,,HIGH,"[['Aquaria', 'Monique Heart'], '10:9.0']",0,0,1,10.0,9.0,0.0009321390634189689,6.893041109915855e-09,0,1,"trueskill.Rating(mu=22.851, sigma=1.089)","trueskill.Rating(mu=28.230, sigma=1.098)"
2275,7.0,2.0,Monique Heart,Monét X Change,10:9.0,,HIGH,"[['Monique Heart', 'Monét X Change'], '10:9.0']",0,0,1,10.0,9.0,0.008689698878347812,0.0010267319798917954,0,1,"trueskill.Rating(mu=22.775, sigma=1.085)","trueskill.Rating(mu=26.775, sigma=1.042)"
2276,7.0,2.0,Blair St. Clair,Aquaria,10:9.0,,HIGH,"[['Aquaria', 'Blair St. Clair'], '10:9.0']",0,0,1,10.0,9.0,0.0007482722921060975,5.471867390471104e-09,0,1,"trueskill.Rating(mu=22.675, sigma=1.150)","trueskill.Rating(mu=28.306, sigma=1.093)"
2279,7.0,2.0,Mayhem Miller,Aquaria,10:9.0,,HIGH,"[['Aquaria', 'Mayhem Miller'], '10:9.0']",0,0,1,10.0,9.0,4.4036695877125974e-08,1.3156907818315976e-13,0,1,"trueskill.Rating(mu=18.879, sigma=1.157)","trueskill.Rating(mu=28.379, sigma=1.089)"
2283,7.0,2.0,Mayhem Miller,Monét X Change,10:9.0,,HIGH,"[['Mayhem Miller', 'Monét X Change'], '10:9.0']",0,0,1,10.0,9.0,1.9048201853523786e-06,5.037845230504388e-07,0,1,"trueskill.Rating(mu=18.846, sigma=1.154)","trueskill.Rating(mu=26.864, sigma=1.038)"
2284,7.0,2.0,Dusty Ray Bottoms,Aquaria,10:9.0,,HIGH,"[['Aquaria', 'Dusty Ray Bottoms'], '10:9.0']",0,0,1,10.0,9.0,2.0875905034114866e-12,1.430465401776708e-17,0,1,"trueskill.Rating(mu=15.100, sigma=1.331)","trueskill.Rating(mu=28.409, sigma=1.088)"
2285,7.0,2.0,Blair St. Clair,Monét X Change,10:9.0,,HIGH,"[['Blair St. Clair', 'Monét X Change'], '10:9.0']",0,0,1,10.0,9.0,0.006259734322262835,0.0007554959675681912,0,1,"trueskill.Rating(mu=22.595, sigma=1.144)","trueskill.Rating(mu=26.903, sigma=1.036)"
6987,7.0,4.0,Monique Heart,Miz Cracker,10:9.0,,LOW,"[['Miz Cracker', 'Monique Heart'], '10:9.0']",0,0,1,10.0,9.0,0.003431202743712548,4.236484987728669e-05,0,1,"trueskill.Rating(mu=22.680, sigma=1.079)","trueskill.Rating(mu=27.384, sigma=1.122)"
6992,7.0,4.0,The Vixen,Miz Cracker,10:9.0,,LOW,"[['Miz Cracker', 'The Vixen'], '10:9.0']",0,0,1,10.0,9.0,0.011095302103388445,0.0002119331306912278,0,1,"trueskill.Rating(mu=23.530, sigma=1.065)","trueskill.Rating(mu=27.475, sigma=1.116)"
6999,5.0,4.0,Eureka,Miz Cracker,10:9.0,BTM2,LOW,"[['Eureka', 'Miz Cracker'], '10:9.0']",0,0,1,10.0,9.0,0.1090388964154511,0.633044161590363,0,1,"trueskill.Rating(mu=25.613, sigma=0.898)","trueskill.Rating(mu=27.576, sigma=1.109)"
7018,5.0,4.0,Kameron Michaels,Miz Cracker,10:9.0,BTM2,LOW,"[['Kameron Michaels', 'Miz Cracker'], '10:9.0']",0,0,1,10.0,9.0,0.37515038039437615,0.722037778125724,0,1,"trueskill.Rating(mu=27.173, sigma=1.050)","trueskill.Rating(mu=27.714, sigma=1.101)"
7020,7.0,4.0,Blair St. Clair,Miz Cracker,10:9.0,,LOW,"[['Blair St. Clair', 'Miz Cracker'], '10:9.0']",0,0,1,10.0,9.0,0.0011289375056555092,3.1202902012624746e-05,0,1,"trueskill.Rating(mu=22.494, sigma=1.137)","trueskill.Rating(mu=27.878, sigma=1.093)"
7023,7.0,4.0,Vanessa Vanjie Mateo,Miz Cracker,10:9.0,,LOW,"[['Miz Cracker', 'Vanessa Vanjie Mateo'], '10:9.0']",0,0,1,10.0,9.0,3.2042284299849153e-16,9.084255655066859e-09,0,1,"trueskill.Rating(mu=4.791, sigma=2.356)","trueskill.Rating(mu=27.954, sigma=1.088)"
7031,7.0,4.0,Kalorie Karbdashian Williams,Miz Cracker,10:9.0,,LOW,"[['Kalorie Karbdashian Williams', 'Miz Cracker'], '10:9.0']",0,0,1,10.0,9.0,4.966728379977222e-16,6.725901985159101e-16,0,1,"trueskill.Rating(mu=7.611, sigma=2.008)","trueskill.Rating(mu=27.954, sigma=1.091)"
7051,7.0,4.0,Mayhem Miller,Miz Cracker,10:9.0,,LOW,"[['Mayhem Miller', 'Miz Cracker'], '10:9.0']",0,0,1,10.0,9.0,1.2451988942080417e-07,7.021529192970463e-09,0,1,"trueskill.Rating(mu=18.797, sigma=1.151)","trueskill.Rating(mu=27.955, sigma=1.094)"
7066,7.0,4.0,Yuhua Hamasaki,Miz Cracker,10:9.0,,LOW,"[['Miz Cracker', 'Yuhua Hamasaki'], '10:9.0']",0,0,1,10.0,9.0,3.0447995366308204e-12,5.774599348027543e-13,0,1,"trueskill.Rating(mu=14.957, sigma=1.297)","trueskill.Rating(mu=27.988, sigma=1.093)"
7072,7.0,4.0,Dusty Ray Bottoms,Miz Cracker,10:9.0,,LOW,"[['Dusty Ray Bottoms', 'Miz Cracker'], '10:9.0']",0,0,1,10.0,9.0,9.662809881996345e-12,1.567158845018499e-12,0,1,"trueskill.Rating(mu=15.085, sigma=1.331)","trueskill.Rating(mu=27.999, sigma=1.094)"
8044,7.0,5.0,Vanessa Vanjie Mateo,Kameron Michaels,10:9.0,,BTM2,"[['Kameron Michaels', 'Vanessa Vanjie Mateo'], '10:9.0']",0,0,1,10.0,9.0,2.664396902359917e-15,1.897442897665724e-10,0,1,"trueskill.Rating(mu=4.790, sigma=2.357)","trueskill.Rating(mu=27.024, sigma=1.043)"
8045,7.0,5.0,Vanessa Vanjie Mateo,Eureka,10:9.0,,BTM2,"[['Eureka', 'Vanessa Vanjie Mateo'], '10:9.0']",0,0,1,10.0,9.0,3.711738798946419e-14,2.907918714634997e-10,0,1,"trueskill.Rating(mu=4.789, sigma=2.357)","trueskill.Rating(mu=25.523, sigma=0.896)"
8065,7.0,5.0,Kalorie Karbdashian Williams,Kameron Michaels,10:9.0,,BTM2,"[['Kalorie Karbdashian Williams', 'Kameron Michaels'], '10:9.0']",0,0,1,10.0,9.0,5.02237648182586e-15,2.836949008812622e-17,0,1,"trueskill.Rating(mu=7.609, sigma=2.008)","trueskill.Rating(mu=27.024, sigma=1.046)"
8066,7.0,5.0,Kalorie Karbdashian Williams,Eureka,10:9.0,,BTM2,"[['Eureka', 'Kalorie Karbdashian Williams'], '10:9.0']",0,0,1,10.0,9.0,8.194816982531582e-14,4.43866048640428e-17,0,1,"trueskill.Rating(mu=7.606, sigma=2.009)","trueskill.Rating(mu=25.523, sigma=0.900)"
8071,7.0,5.0,Monique Heart,Kameron Michaels,10:9.0,,BTM2,"[['Kameron Michaels', 'Monique Heart'], '10:9.0']",0,0,1,10.0,9.0,0.004171594689918299,2.9792154814347887e-06,0,1,"trueskill.Rating(mu=22.596, sigma=1.074)","trueskill.Rating(mu=27.025, sigma=1.049)"
8072,7.0,5.0,Monique Heart,Eureka,10:9.0,,BTM2,"[['Eureka', 'Monique Heart'], '10:9.0']",0,0,1,10.0,9.0,0.02694173336777817,5.3241443360469784e-06,0,1,"trueskill.Rating(mu=22.509, sigma=1.069)","trueskill.Rating(mu=25.524, sigma=0.904)"
8075,7.0,5.0,The Vixen,Kameron Michaels,10:9.0,,BTM2,"[['Kameron Michaels', 'The Vixen'], '10:9.0']",0,0,1,10.0,9.0,0.013707056763991633,1.8477101073751422e-05,0,1,"trueskill.Rating(mu=23.437, sigma=1.060)","trueskill.Rating(mu=27.108, sigma=1.045)"
